pmcid,title,lang,lines_full,chars_core,cjk_chars_core,cjk_ratio,tokens_full,tokens_body,tokens_core,chars_per_token_core,removed_pct,tail_cut,n_paras,para_tok_p50,para_tok_p90,para_tok_max,tab_lines
PMC6516640,“I can’t get it into my head that I have cancer…”—A qualitative interv,en,409,43957,0,0.0,13694,12864,9890,4.445,27.8,True,132,39,195,666,25
PMC7376925,American Indian chronic Renal insufficiency cohort study (AI-CRIC stud,en,459,43628,0,0.0,16152,15359,9894,4.41,38.7,True,164,9,191,491,8
PMC9840603,Lactate dehydrogenase is associated with flow-mediated dilation in hyp,en,322,34722,0,0.0,13540,12752,9922,3.499,26.7,True,51,31,609,1477,124
PMC12197912,Identification of stable reference genes and differential miRNA expres,en,480,37766,0,0.0,15987,14920,9931,3.803,37.9,True,100,58,253,320,33
PMC10871577,Differential efficacy of segmentectomy and wedge resection in sublobar,en,440,36046,0,0.0,14828,14158,9941,3.626,33.0,True,99,54,226,1028,119
PMC11232199,Combined expert-in-the-loop—random forest multiclass segmentation U-ne,en,321,36340,0,0.0,13377,12652,9941,3.656,25.7,True,97,88,246,689,43
PMC12469920,Hyperuricemia in Chronic Kidney Disease: Emerging Pathophysiology and ,en,312,39282,0,0.0,18075,17611,9953,3.947,44.9,True,59,134,355,701,60
PMC7315309,Risk Factors of Hypertension among Diabetic Patients from Yaoundé Cent,en,266,38889,0,0.0,10335,9959,9959,3.905,3.6,False,71,101,250,2347,53
PMC5409713,Vegetarian Diet in Chronic Kidney Disease—A Friend or Foe,en,232,37867,0,0.0,16958,16524,9973,3.797,41.2,True,39,196,457,2154,21
PMC6289164,"Christmas, national holidays, sport events, and time factors as trigge",en,328,39408,0,0.0,10576,9979,9979,3.949,5.6,False,100,23,264,2154,43
PMC10791831,Recent progress in metabolic reprogramming in gestational diabetes mel,en,362,40204,0,0.0,20487,19759,9992,4.024,51.2,True,78,60,323,602,21
PMC12477764,Correlation analysis of ApoB and TyG index levels with residual cardio,en,331,37353,0,0.0,13399,12564,9994,3.738,25.4,True,83,42,365,604,65
PMC11575783,Genomic variants associated with type 2 diabetes mellitus among Filipi,en,457,39137,0,0.0,16433,15215,9996,3.915,39.2,True,97,83,223,454,116
PMC4889076,Influence of Coding Variability in APP-Aβ Metabolism Genes in Sporadic,en,389,32142,0,0.0,17232,15597,9996,3.215,42.0,True,55,106,425,934,88
PMC7827637,Effectively Prescribing Oral Magnesium Therapy for Hypertension: A Cat,en,362,38619,0,0.0,17697,17306,10005,3.86,43.5,True,76,52,318,1275,64
PMC7954292,Troponin elevation pattern and subsequent cardiac and non-cardiac outc,en,808,38351,0,0.0,23965,22065,10008,3.832,58.2,True,69,55,375,780,48
PMC4498787,Agreement between Myocardial Infarction Patients and Their Spouses on ,en,363,41819,0,0.0,12597,11749,10080,4.149,20.0,True,103,74,219,465,40
PMC8476992,Circulating Levels of MicroRNAs Associated With Hypertension: A Cross-,en,307,36050,0,0.0,13561,12821,10087,3.574,25.6,True,58,61,451,948,87
PMC6903756,Omentin-1 in diabetes mellitus: A systematic review and meta-analysis,en,392,39238,0,0.0,14781,13815,10107,3.882,31.6,True,67,79,287,1613,122
PMC12202395,Impacts of amino acid supplementation on renal function and nutritiona,en,454,40981,0,0.0,16311,15175,10119,4.05,38.0,True,116,44,217,657,86
PMC7801646,The interaction between self-care behavior and disease knowledge on th,en,342,38386,0,0.0,12950,12105,10123,3.792,21.8,True,70,29,400,1095,112
PMC8088439,"Genetic predisposition, Aβ misfolding in blood plasma, and Alzheimer’s",en,350,35400,0,0.0,13637,12842,10140,3.491,25.6,True,84,78,245,859,77
PMC6801685,Impact of Diabetes Mellitus on Bone Health,en,410,40945,0,0.0,30487,30074,10142,4.037,66.7,True,54,227,355,525,21
PMC12827185,The latest progression of N6-methyladenosine (m6A) RNA modification in,en,375,37677,0,0.0,21185,20456,10144,3.714,52.1,True,66,142,328,631,60
PMC5010396,Ambient Fine Particulate Matter and Mortality among Survivors of Myoca,en,360,40704,0,0.0,13925,13162,10146,4.012,27.1,True,79,109,277,533,96
PMC11357349,Therapeutic Potential of Various Intermittent Fasting Regimens in Alle,en,472,39626,0,0.0,25670,25160,10168,3.897,60.4,True,78,134,280,508,65
PMC11698444,Disparities in time to treatment initiation of invasive lung cancer am,en,393,43231,0,0.0,15093,13822,10168,4.252,32.6,True,72,43,391,839,104
PMC7804125,Fast walking is a preventive factor against new-onset diabetes mellitu,en,364,36234,0,0.0,13563,12851,10170,3.563,25.0,True,72,46,302,1433,116
PMC6287897,Incidence of Hospitalization for Heart Failure and Case-Fatality Among,en,327,44609,0,0.0,13125,12474,10181,4.382,22.4,True,114,76,193,393,0
PMC6312584,Toxoplasma gondii Infection in Diabetes Mellitus Patients in China: Se,en,384,37872,0,0.0,10732,10181,10181,3.72,5.1,False,55,49,369,2902,185
PMC3114823,Lung Cancer Incidence and Long-Term Exposure to Air Pollution from Tra,en,331,40533,0,0.0,13029,12479,10210,3.97,21.6,True,87,57,295,974,96
PMC6211704,Parahippocampal gyrus expression of endothelial and insulin receptor s,en,357,38152,0,0.0,19724,18106,10250,3.722,48.0,True,51,105,517,1423,69
PMC4786976,Traffic-Related Air Pollution and Dementia Incidence in Northern Swede,en,321,41633,0,0.0,13321,12770,10266,4.055,22.9,True,64,100,376,749,103
PMC13253839,Exploring the characteristics of gut microbiome changes in lung cancer,en,295,42590,1,0.0,16929,16254,10274,4.145,39.3,True,58,23,506,1081,43
PMC7833138,Risk factors of heart failure among patients with hypertension attendi,en,376,41777,0,0.0,16448,15167,10276,4.065,37.5,True,58,127,395,975,111
PMC11720251,Hypertension: A Continuing Public Healthcare Issue,en,297,46186,0,0.0,19923,19419,10277,4.494,48.4,True,63,183,276,464,0
PMC11260076,Secretomic changes of amyloid beta peptides on Alzheimer’s disease rel,en,324,37639,0,0.0,15717,15085,10282,3.661,34.6,True,92,85,235,808,31
PMC13143615,"Prognostic nutritional index, Naples prognostic score and Osaka progno",en,391,38182,0,0.0,15844,15206,10284,3.713,35.1,True,77,69,292,847,117
PMC8335700,Advances in the mechanism and treatment of mitochondrial quality contr,en,322,39355,0,0.0,20726,20051,10292,3.824,50.3,True,68,146,330,439,0
PMC10341518,Analysis of MMP-2-735C/T (rs2285053) and MMP-9-1562C/T (rs3918242) Pol,en,527,39745,0,0.0,22249,21501,10295,3.861,53.7,True,55,205,329,652,0
PMC5201285,Phosphocalcic Markers and Calcification Propensity for Assessment of I,en,511,38082,0,0.0,18032,16850,10303,3.696,42.9,True,86,59,296,593,116
PMC8045338,"Occupational lifting and risk of hypertension, stratified by use of an",en,354,42298,0,0.0,14004,13094,10304,4.105,26.4,True,104,44,340,570,49
PMC9668925,"Elevated platelet–leukocyte complexes are associated with, but dispens",en,422,37061,0,0.0,15796,14805,10309,3.595,34.7,True,143,11,204,1005,0
PMC11262345,Physical Activity and Hypertension,en,392,42911,0,0.0,18771,18409,10325,4.156,45.0,True,88,32,285,1695,56
PMC6888331,Risk of Cancer for Workers Exposed to Antimony Compounds: A Systematic,en,487,41892,0,0.0,23201,22707,10325,4.057,55.5,True,127,58,205,390,0
PMC4780701,Genome-Wide Association Study for Incident Myocardial Infarction and C,en,519,33995,0,0.0,16543,13405,10336,3.289,37.5,True,59,89,389,2291,103
PMC10522728,Mindfulness-Based Interventions for Survivors of Lung Cancer and Their,en,541,42322,0,0.0,13206,12445,10347,4.09,21.6,True,217,15,151,383,50
PMC1090564,Angiotensinogen M235T gene variants and its association with essential,en,291,38591,0,0.0,10812,10353,10353,3.728,4.2,False,98,45,220,2309,62
PMC7038071,Manifestation of Systemic Toxicity in Rats after a Short-Time Inhalati,en,377,36285,0,0.0,15387,14696,10355,3.504,32.7,True,73,94,239,1899,128
PMC11924289,Blood biomarker profiles in young-onset neurocognitive disorders: A co,en,353,38866,0,0.0,16139,15278,10364,3.75,35.8,True,91,73,265,515,27
PMC8375146,Association of sex-specific differences in lipoprotein(a) concentratio,en,403,39794,0,0.0,15774,14466,10379,3.834,34.2,True,102,40,278,806,64
PMC5409651,Job Strain and Casual Blood Pressure Distribution: Looking beyond the ,en,315,45125,0,0.0,16357,15697,10398,4.34,36.4,True,73,127,301,653,47
PMC4648559,Iron Chelation Inhibits Osteoclastic Differentiation In Vitro and in T,en,249,35730,0,0.0,13659,13061,10409,3.433,23.8,True,76,130,309,480,0
PMC4077563,"Cystatin C, a novel indicator of renal function, reflects severity of ",en,416,37453,0,0.0,15017,14484,10428,3.592,30.6,True,75,52,357,913,119
PMC9274319,Assessment of Oxygen Supply-Demand Imbalance and Outcomes Among Patien,en,430,40124,0,0.0,15500,13680,10428,3.848,32.7,True,104,34,276,1256,74
PMC7582407,Preconditioned and Genetically Modified Stem Cells for Myocardial Infa,en,274,41084,0,0.0,22734,22225,10429,3.939,54.1,True,47,204,441,1009,0
PMC6020240,Hematuria as a risk factor for progression of chronic kidney disease a,en,453,38733,0,0.0,14679,13268,10437,3.711,28.9,True,97,28,279,1645,112
PMC3009734,Loss of Caveolin-1 Accelerates Neurodegeneration and Aging,en,285,36063,0,0.0,16595,15861,10457,3.449,37.0,True,68,99,345,693,0
PMC11739250,Anti-hypertensive medications and erectile dysfunction: focus on β-blo,en,540,39533,0,0.0,25229,24418,10468,3.777,58.5,True,66,38,436,1509,151
PMC11093484,Precise and safe pulmonary segmentectomy enabled by visualizing cancer,en,283,37829,0,0.0,14963,14120,10475,3.611,30.0,True,78,103,316,585,0
PMC2760875,Variations in the transcriptome of Alzheimer's disease reveal molecula,en,465,42278,0,0.0,17389,16968,10481,4.034,39.7,True,99,83,230,462,116
PMC9120723,The relationship between isolated hypertension with brain volumes in U,en,318,43271,0,0.0,17355,16626,10483,4.128,39.6,True,79,84,347,1141,32
PMC11163696,Determinants of mortality in hypertensive patients admitted with COVID,en,458,42494,0,0.0,13050,12409,10496,4.049,19.6,True,132,11,256,668,124
PMC7467615,Serum uric acid and left ventricular hypertrophy in hypertensive patie,en,268,38790,0,0.0,11014,10496,10496,3.696,4.7,False,62,38,389,3401,42
PMC2223512,Comparative analysis of expression of the proprotein convertases furin,en,75,35952,0,0.0,10923,10500,10500,3.424,3.9,False,6,169,5078,8220,0
PMC7438828,Current Knowledge Regarding the Interaction Between Oral Bone Metaboli,en,321,44748,0,0.0,21243,20560,10516,4.255,50.5,True,56,126,423,715,7
PMC2944093,No Association between Arsenic Exposure from Drinking Water and Diabet,en,362,37617,0,0.0,14844,14251,10517,3.577,29.1,True,82,85,299,815,108
PMC5986147,Myocardial infarction and alcohol consumption: A case-control study,en,383,42014,0,0.0,16239,15147,10517,3.995,35.2,True,74,64,375,799,99
PMC10857198,Dietary Fibre for the Prevention of Post-Pancreatitis Diabetes Mellitu,en,317,43634,0,0.0,22689,22304,10522,4.147,53.6,True,57,207,442,547,0
PMC8575250,Unbiased high-content screening reveals Aβ- and tau-independent synapt,en,320,40104,0,0.0,17327,16307,10560,3.798,39.1,True,63,114,379,823,30
PMC11368228,Diabetes mellitus in patients with heart failure and effect modificati,en,550,41975,0,0.0,14827,13609,10584,3.966,28.6,True,145,24,175,1372,134
PMC9075491,Deoxycholic Acid and Coronary Artery Calcification in the Chronic Rena,en,494,38226,0,0.0,15689,14301,10593,3.609,32.5,True,147,5,242,620,91
PMC9038723,The influence of personality on the risk of myocardial infarction in U,en,392,41005,0,0.0,14616,14058,10601,3.868,27.5,True,119,11,265,732,53
PMC6918019,Guidelines for the nursing management of gestational diabetes mellitus,en,401,46985,0,0.0,14259,13595,10614,4.427,25.6,True,98,64,271,896,96
PMC3241693,Immunoglobulin E and Mast Cell Proteases Are Potential Risk Factors of,en,373,35312,0,0.0,14520,13795,10652,3.315,26.6,True,60,58,444,938,107
PMC11036786,Exploring morphological similarity and randomness in Alzheimer’s disea,en,373,45858,0,0.0,18722,17663,10663,4.301,43.0,True,103,14,290,690,6
PMC9905079,"Rare variant aggregation in 148,508 exomes identifies genes associated",en,244,41857,0,0.0,13589,12989,10687,3.917,21.4,True,66,84,391,708,15
PMC5747597,The QardioArm App in the Assessment of Blood Pressure and Heart Rate: ,en,516,40423,0,0.0,11347,10724,10724,3.769,5.5,False,147,28,132,3978,169
PMC7644637,Mapping the genetic basis of diabetes mellitus in the Australian Burme,en,298,39988,0,0.0,17243,16514,10725,3.728,37.8,True,62,174,408,601,21
PMC13322747,Relationship between medication class and ambulatory blood pressure pr,en,372,41349,0,0.0,16730,15428,10735,3.852,35.8,True,85,52,318,1133,75
PMC10931599,Placental and Renal Pathways Underlying Pre-Eclampsia,en,320,42644,0,0.0,19705,19046,10763,3.962,45.4,True,79,122,306,774,9
PMC4610060,Factors Associated with Medication Nonadherence among Hypertensives in,en,295,42067,0,0.0,11488,10782,10782,3.902,6.1,False,49,140,335,3355,97
PMC11410575,Cardiovascular risk assessment using non-laboratory based WHO CVD risk,en,360,41792,0,0.0,14474,13775,10787,3.874,25.5,True,72,108,309,1523,108
PMC11063022,Expression patterns of novel immunotherapy targets in intermediate- an,en,394,41301,0,0.0,17611,16017,10817,3.818,38.6,True,83,22,406,890,50
PMC5360226,Association between fatty acid metabolism in the brain and Alzheimer d,en,555,39837,0,0.0,19198,17815,10817,3.683,43.7,True,87,44,317,1069,82
PMC9678479,New Onset of Diabetes Mellitus and Associated Factors among COVID-19 P,en,371,40081,0,0.0,11360,10830,10830,3.701,4.7,False,96,37,240,2826,98
PMC3871568,Growth Pattern Analysis of Murine Lung Neoplasms by Advanced Semi-Auto,en,316,45528,0,0.0,16078,15452,10847,4.197,32.5,True,69,117,301,598,7
PMC10660456,A Machine Learning Model Based on microRNAs for the Diagnosis of Essen,en,357,44802,0,0.0,19215,18405,10860,4.125,43.5,True,61,194,426,581,0
PMC6598737,Longitudinal neuroanatomical and cognitive progression of posterior co,en,269,45152,0,0.0,16413,15487,10860,4.158,33.8,True,47,196,546,761,17
PMC11445359,Adherence to the dietary approaches to stop hypertension diet reduces ,en,365,42058,0,0.0,19685,19142,10861,3.872,44.8,True,85,20,410,841,50
PMC12634942,The future of biomarkers for vascular contributions to cognitive impai,en,310,47223,0,0.0,17740,15873,10899,4.333,38.6,True,77,44,419,672,0
PMC6998275,Effects of gestational diabetes mellitus on risk of adverse maternal o,en,501,42238,0,0.0,17155,16493,10922,3.867,36.3,True,105,24,279,813,151
PMC10163802,Diabetes mellitus-related hospital admissions and prescriptions of ant,en,302,47744,0,0.0,15114,14502,10923,4.371,27.7,True,93,28,252,2661,21
PMC12630314,The role of renal denervation for the treatment of hypertension in pat,en,464,46594,0,0.0,23544,22318,10941,4.259,53.5,True,115,38,208,1040,56
PMC3779177,Joint Modeling of Transitional Patterns of Alzheimer's Disease,en,408,45489,0,0.0,13863,13204,10960,4.15,20.9,True,65,103,409,679,179
PMC13036687,Preoperative Contrast-enhanced CT Features Associated with Occult Lymp,en,450,40502,0,0.0,15205,14387,10962,3.695,27.9,True,113,35,271,621,124
PMC9163811,Allograft Function as Endpoint for Clinical Trials in Kidney Transplan,en,361,44208,0,0.0,17148,16278,11015,4.013,35.8,True,101,66,233,857,21
PMC4016297,Predictors of high sensitivity cardiac troponin T in chronic kidney di,en,293,37210,0,0.0,11841,11016,11016,3.378,7.0,False,54,87,349,3354,81
PMC11407953,Missed opportunities for hypertension screening of older people in the,en,403,45978,0,0.0,14968,14528,11026,4.17,26.3,True,93,94,231,1304,116
PMC10542184,U-shaped association between triglyceride and risk of incident diabete,en,303,41835,0,0.0,11818,11038,11038,3.79,6.6,False,64,60,312,3384,57
PMC8688977,Chronic limb threatening ischemia and diabetes mellitus: the severity ,en,374,39637,0,0.0,14327,13713,11046,3.588,22.9,True,105,66,279,511,68
PMC9692622,Essential Hypertension and Oxidative Stress: Novel Future Perspectives,en,507,40837,0,0.0,16477,15730,11076,3.687,32.8,True,125,65,163,528,119
PMC6952872,18F-FDG PET-Based Imaging of Myocardial Inflammation Predicts a Functi,en,296,40410,0,0.0,14448,13563,11086,3.645,23.3,True,92,83,270,562,25
PMC1559700,Prevalence of self-reported hypertension and its relation to dietary h,en,277,44816,0,0.0,11527,11103,11103,4.036,3.7,False,62,71,320,3653,61
PMC4829998,"Radon Exposure, IL-6 Promoter Variants, and Lung Squamous Cell Carcino",en,259,41946,0,0.0,14490,13936,11136,3.767,23.1,True,61,138,412,601,42
PMC3413657,Mood Disorders and Risk of Lung Cancer in the EAGLE Case-Control Study,en,507,42134,0,0.0,15560,14604,11150,3.779,28.3,True,96,53,320,832,148
PMC9375274,Perspectives and challenges in patient stratification in Alzheimer’s d,en,350,47175,0,0.0,17241,16287,11167,4.225,35.2,True,104,12,333,1162,5
PMC7268748,The cascade of care in managing hypertension in the Arab world: a syst,en,509,44412,0,0.0,17742,17119,11284,3.936,36.4,True,132,39,194,897,106
PMC10800050,Obesity-and lipid-related indices as a risk factor of hypertension in ,en,492,38912,0,0.0,15121,13977,11291,3.446,25.3,True,124,18,217,1381,132
PMC12140463,P-glycoprotein and Alzheimer’s Disease: Threats and Opportunities,en,352,43578,0,0.0,25785,25109,11308,3.854,56.1,True,81,129,282,594,0
PMC5833374,Monoglyceride lipase gene knockout in mice leads to increased incidenc,en,242,41186,0,0.0,13724,13172,11343,3.631,17.3,True,70,137,384,603,17
PMC2855324,Admixture Mapping Scans Identify a Locus Affecting Retinal Vascular Ca,en,380,45531,0,0.0,16926,16061,11362,4.007,32.9,True,85,98,340,470,42
PMC6383235,"Insulin resistance and chronic kidney disease progression, cardiovascu",en,447,40457,0,0.0,15650,14504,11364,3.56,27.4,True,98,29,303,1573,118
PMC5164907,The Markers of Glutamate Metabolism in Peripheral Blood Mononuclear Ce,en,282,39876,0,0.0,11949,11384,11384,3.503,4.7,False,83,63,226,3817,32
PMC8480850,Transcriptome analyses reveal tau isoform-driven changes in transposab,en,297,45713,0,0.0,17605,16138,11394,4.012,35.3,True,70,145,348,600,0
PMC3454385,Plasma Based Markers of [11C] PiB-PET Brain Amyloid Burden,en,322,42009,0,0.0,17809,15936,11397,3.686,36.0,True,63,159,406,532,34
PMC7966641,Morphologic and molecular classification of lung neuroendocrine neopla,en,328,42083,0,0.0,21302,20132,11412,3.688,46.4,True,65,84,449,850,42
PMC4666664,Can Genetic Analysis of Putative Blood Alzheimer’s Disease Biomarkers ,en,394,41365,0,0.0,19234,17360,11415,3.624,40.7,True,70,115,334,1205,111
PMC11357982,Markers of imminent myocardial infarction,en,390,46587,0,0.0,17221,15567,11424,4.078,33.7,True,114,59,235,599,0
PMC4283145,Effects of aerobic exercise on cognition and hippocampal volume in Alz,en,527,48444,0,0.0,16872,16244,11448,4.232,32.1,True,156,13,247,520,74
PMC9942303,A generalized covariate-adjusted top-scoring pair algorithm with appli,en,306,43656,0,0.0,15063,13767,11454,3.811,24.0,True,85,93,323,786,20
PMC11241132,Resistance Exercise Training as a New Trend in Alzheimer’s Disease Res,en,359,46863,0,0.0,23290,22622,11528,4.065,50.5,True,55,154,397,2676,62
PMC9175339,Neuropathological and behavioral features of an APP/PS1/MAPT (6xTg) tr,en,378,42050,0,0.0,16745,15950,11532,3.646,31.1,True,129,41,221,571,0
PMC8046536,Prevalence and Risk Factors of Gestational Diabetes Mellitus among Wom,en,538,46675,0,0.0,11922,11534,11534,4.047,3.3,False,161,33,152,2158,133
PMC2777188,Accumulation of neutral lipids in peripheral blood mononuclear cells a,en,296,42923,0,0.0,12138,11535,11535,3.721,5.0,False,87,35,278,2374,39
PMC6974975,"Road proximity, air pollution, noise, green space and neurologic disea",en,542,44730,0,0.0,17474,16971,11547,3.874,33.9,True,149,8,236,1016,130
PMC12111827,Effect of KLF15-Mediated Circadian Rhythm on Myocardial Infarction: A ,en,304,42890,0,0.0,19142,18514,11576,3.705,39.5,True,62,61,415,2631,48
PMC9576679,Generalizable deep learning model for early Alzheimer’s disease detect,en,434,45929,0,0.0,16048,15041,11588,3.963,27.8,True,138,11,236,1202,53
PMC2966442,Cigarette Smoke Induces C/EBP-β-Mediated Activation of miR-31 in Norma,en,330,42032,0,0.0,16275,15584,11591,3.626,28.8,True,89,96,325,486,12
PMC8235104,Altered Cardiovascular Reactivity to and Recovery from Cold Face Test-,en,339,44051,0,0.0,16323,15656,11610,3.794,28.9,True,105,74,264,461,11
PMC11006741,Metabolic acidosis in chronic kidney disease: mere consequence or also,en,340,47109,0,0.0,21762,21112,11611,4.057,46.6,True,80,84,362,771,0
PMC12451019,Chronic kidney disease and valvular heart disease: State of the art,en,281,45191,0,0.0,21519,20808,11618,3.89,46.0,True,74,108,355,936,0
PMC12810801,Quality of life in hypertensive patients using the WHOQOL-BREF instrum,en,1163,47433,0,0.0,30684,29674,11633,4.077,62.1,True,69,116,355,816,98
PMC10339634,Bibliometric and visual analysis of diabetes mellitus and pyroptosis f,en,372,47104,0,0.0,19246,18604,11647,4.044,39.5,True,87,25,325,1407,44
PMC8422353,Cardiovascular brain impulses in Alzheimer’s disease,en,312,47647,0,0.0,16138,15146,11659,4.087,27.8,True,80,166,258,474,9
PMC5349685,Microstructural white matter alterations in preclinical Alzheimer’s di,en,486,42499,0,0.0,21622,19036,11665,3.643,46.1,True,92,65,286,834,114
PMC11801730,"The impact of apolipoprotein E, type ∊4 allele on Alzheimer’s disease ",en,253,43049,0,0.0,17605,16461,11675,3.687,33.7,True,65,160,391,681,12
PMC1479320,Chronic renal insufficiency among Asian Indians with type 2 diabetes: ,en,374,40354,0,0.0,12277,11685,11685,3.453,4.8,False,57,96,443,3186,104
PMC5659028,Endothelin A receptor blocker and calcimimetic in the adenine rat mode,en,360,42857,0,0.0,16201,15327,11697,3.664,27.8,True,110,32,301,699,20
PMC8759265,Plasma Lipocalin 2 in Alzheimer’s disease: potential utility in the di,en,377,43169,0,0.0,16222,15221,11713,3.686,27.8,True,105,13,348,835,48
PMC7179879,Self-reported health behaviors and longitudinal cognitive performance ,en,372,46823,0,0.0,16941,15232,11752,3.984,30.6,True,83,87,341,1164,62
PMC12645157,A systems immunology analysis of Alzheimer's disease reveals an age‐ a,en,356,46764,0,0.0,16522,15503,11763,3.976,28.8,True,85,76,367,476,36
PMC10965088,A deeply supervised adaptable neural network for diagnosis and classif,en,944,48150,0,0.0,27052,25700,11764,4.093,56.5,True,111,40,290,766,32
PMC11849043,Qing-Xin-Jie-Yu Granule attenuates myocardial infarction-induced infla,en,288,42686,0,0.0,17738,16931,11767,3.628,33.7,True,72,138,366,713,9
PMC5078799,Racial differences in microRNA and gene expression in hypertensive wom,en,280,45823,0,0.0,18495,18035,11789,3.887,36.3,True,55,238,429,543,0
PMC4668678,Progenitor-like cells derived from mouse kidney protect against renal ,en,285,43003,0,0.0,14592,13995,11790,3.647,19.2,True,98,22,321,854,0
PMC12802613,From fragmented to integrated healthcare managing hypertension post-st,en,378,56902,0,0.0,15066,14314,11837,4.807,21.4,True,106,102,209,931,66
PMC13437241,Phosphate homeostasis and apparent treatment-resistant hypertension in,en,405,40582,0,0.0,21406,20065,11843,3.427,44.7,True,70,79,370,1293,83
PMC4544563,Peri-operative kidney injury and long-term chronic kidney disease foll,en,448,48718,0,0.0,18675,18239,11845,4.113,36.6,True,152,19,239,581,18
PMC8235611,"Demographic, socioeconomic, and biological correlates of hypertension ",en,454,50021,0,0.0,19123,18371,11849,4.222,38.0,True,113,67,253,905,109
PMC8539280,Metabolic Profiling and Metabolites Fingerprints in Human Hypertension,en,279,50774,0,0.0,19689,19227,11876,4.275,39.7,True,54,177,444,1885,31
PMC8795812,The Spectrum of Malignant Neoplasms among Liver Transplant Recipients:,en,358,44619,0,0.0,12391,11902,11902,3.749,3.9,False,74,72,365,1827,136
PMC9360537,Follow-up management service and health outcomes of hypertensive patie,en,478,52545,0,0.0,16541,15949,11936,4.402,27.8,True,72,77,465,815,212
PMC6388331,Oxidative Stress in Animal Models of Acute and Chronic Renal Failure,en,234,41470,0,0.0,12464,11940,11940,3.473,4.2,False,58,121,364,4122,13
PMC4050398,KNOW-CKD (KoreaN cohort study for Outcome in patients With Chronic Kid,en,376,41468,0,0.0,12825,11943,11943,3.472,6.9,False,84,57,294,2408,112
PMC10239144,KATZNCP: a miRNA–disease association prediction model integrating KATZ,en,443,43832,0,0.0,17674,17079,12023,3.646,32.0,True,106,44,346,714,104
PMC11221832,Overview of global healthcare policies for patients with chronic kidne,en,594,54313,0,0.0,16394,15731,12034,4.513,26.6,True,214,45,107,388,105
PMC8275379,The Potential Benefits of Nanotechnology in Treating Alzheimer's Disea,en,267,45596,0,0.0,12459,12037,12037,3.788,3.4,False,73,91,210,5015,0
PMC11643159,Alzheimer’s Disease Sequencing Project Release 4 Whole Genome Sequenci,en,576,45128,0,0.0,30644,29109,12113,3.726,60.5,True,108,99,253,415,0
PMC3236837,Validation of an arterial tortuosity measure with application to hyper,en,347,48275,0,0.0,12792,12129,12129,3.98,5.2,False,116,85,213,1559,41
PMC10854423,"Prevalence, Risk Factors and Cardiovascular Comorbidities of Resistant",en,361,44260,0,0.0,12868,12155,12155,3.641,5.5,False,133,25,155,4307,131
PMC13115799,Predictive Biomarkers for Coronary Collateral Circulation Development ,en,465,45679,0,0.0,23331,22619,12155,3.758,47.9,True,85,78,349,1019,127
PMC3664075,"The natural history of, and risk factors for, progressive Chronic Kidn",en,483,51553,0,0.0,24296,23686,12161,4.239,49.9,True,103,99,238,762,50
PMC9777169,Prevalence and Predictors of Renal Disease in a National Representativ,en,368,41559,0,0.0,19053,18255,12200,3.406,36.0,True,53,40,498,2970,126
PMC4872999,ABCG1 and ABCG4 Suppress γ-Secretase Activity and Amyloid β Production,en,360,42921,0,0.0,19689,18394,12224,3.511,37.9,True,77,84,416,798,0
PMC7296682,White-coat hypertension and incident end-stage renal disease in patien,en,430,41342,0,0.0,16080,14775,12234,3.379,23.9,True,110,16,307,1140,116
PMC11157728,Minimisation of dialysis risk in hospital patients with chronic kidney,en,715,54115,0,0.0,17815,16709,12269,4.411,31.1,True,258,17,119,727,80
PMC2914741,Genetic Variation and Antioxidant Response Gene Expression in the Bron,en,319,46943,0,0.0,15909,15238,12301,3.816,22.7,True,78,102,371,1297,49
PMC9831930,Hypertension and cardiomyopathy associated with chronic kidney disease,en,614,49163,0,0.0,38969,38361,12318,3.991,68.4,True,100,99,269,447,0
PMC4739105,Markers of increased atherosclerotic risk in patients with chronic kid,en,399,46036,0,0.0,19711,19022,12340,3.731,37.4,True,67,116,485,676,104
PMC6022660,Genetic study of multimodal imaging Alzheimer’s disease progression sc,en,339,47192,0,0.0,19766,18747,12342,3.824,37.6,True,79,121,386,591,15
PMC10955738,Investigation of the involvement of platelet-activating factor in the ,en,324,45346,0,0.0,17460,16710,12402,3.656,29.0,True,75,107,428,832,62
PMC10269592,Improvement in Zebrafish with Diabetes and Alzheimer's Disease Treated,en,271,46840,0,0.0,17888,17223,12421,3.771,30.6,True,73,38,411,1160,0
PMC13078772,"Profile, follow-up adherence and progression of people with advanced c",en,472,52004,0,0.0,13578,12436,12436,4.182,8.4,False,148,75,143,1810,74
PMC11835506,Myocardial Fibroblast Activation After Acute Myocardial Infarction: A ,en,392,46385,0,0.0,15407,14517,12507,3.709,18.8,True,100,75,287,660,66
PMC5817724,KRAS oncogene in non-small cell lung cancer: clinical perspectives on ,en,445,46148,0,0.0,23136,22350,12507,3.69,45.9,True,86,106,339,1212,69
PMC3826736,Alzheimer's Disease Risk Assessment Using Large-Scale Machine Learning,en,391,49748,0,0.0,17394,16454,12533,3.969,27.9,True,79,128,398,607,119
PMC3283716,A Novel Classification of Lung Cancer into Molecular Subtypes,en,501,49225,0,0.0,20193,19480,12572,3.915,37.7,True,162,46,197,407,16
PMC4055118,Myocardial transfection of hypoxia-inducible factor-1α and co-transpla,en,323,43515,0,0.0,17907,17326,12574,3.461,29.8,True,91,138,290,574,24
